,fecha,hora_declarada,ruta,operador,tipo_aeronave,total_abordo,pasajeros_abordo,tripulacion_abordo,total_fatalidades,pasajeros_fatalidades,tripulacion_fatalidades,tierra_fatalidades
2292,1967-11-05,10:35:00,"Hong Kong, China",Cathay Pacific Airways,Convair CV-880-22M-3,127,116,11,1,1,0,0
2293,1967-11-06,18:41:00,"Cincinnati, Ohio",Trans World Airlines,Boeing B-707-131,36,29,7,1,1,0,0
2294,1967-11-16,21:03:00,"Near Sverdlovsk, Russia",Aeroflot,Ilyushin IL-18B,107,99,8,107,99,8,0
2295,1967-11-20,20:57:00,"Cincinnati International Airport, Covington/Hebron, Kentucky",Trans World Airlines,Convair CV-880-22-1,82,75,7,70,65,5,0
2296,1967-11-30,14:30:00,"Near Qui Nhon, South Vietnam",Military - U.S. Air Force,de Havilland Canada C-7A Caribou,26,22,4,26,22,4,0
2297,1967-12-07,,"Muong Soui, Laos",Lao Cathay Airlines,Douglas DC-3,12,2,10,10,2,8,0
2298,1967-12-08,,"Carpich Huanuco Mt., Peru",Faucett,Douglas DC-C-54A,72,66,6,72,66,6,0
2299,1967-12-10,15:25:00,"Near Madison, Wisconsin",Private,Beechcraft 18H,8,7,1,7,6,1,0
2300,1967-12-21,16:00:00,"Denver, Colorado",Frontier Airlines,Douglas C-47A,2,0,2,2,0,2,0
2301,1967-12-25,13:49:00,"Chiang Mai, Thailand",Thai Airways,Douglas DC-3,31,28,3,4,2,2,0
2302,1967-12-30,08:28:00,"Liepaja, Latvia",Aeroflot,Antonov AN-24B,51,46,5,44,41,3,0
2303,1968-01-06,18:27:00,"Near Olekminsk, Russia",Aeroflot,Antonov An-24B,46,39,6,45,39,6,0
2304,1968-01-08,17:00:00,"Near Quang Tri, South Vietnam",Military - U.S. Marine Corps,Sikorsky CH-53A (helicopter),42,37,5,42,37,5,0
2305,1968-01-10,14:00:00,"Near Copper Canyon, Nevada",Military - U.S. Marine Corps,Douglas C-54P,19,12,7,19,12,7,0
2306,1968-01-15,07:54:00,"Zifta, Egypt",United Arab Airlines,Douglas DC-3,4,0,4,4,0,4,0
2307,1968-01-27,,"Moroni, Comoro Islands",Air Comores,de Havilland DH-114 Heron 1B,16,15,1,15,14,1,0
2308,1968-02-07,05:58:00,"Vancouver, Canada",Canadian Pacific Air Lines,Boeing B-707-138B,61,52,9,1,0,1,1
2309,1968-02-07,15:00:00,"Rohtang Pass, Northern India",Military - Indian Air Force,Antonov AN-12BP,102,98,4,102,98,4,0
2310,1968-02-16,21:20:00,"Linkuo, Taiwan",Civil Air Transport,Boeing B-727-92C,63,52,11,21,18,3,1
2311,1968-02-24,,"Ban Napa, Laos",Royal Air Lao,Douglas DC-3,37,34,3,37,34,3,0
2312,1968-02-29,22:43:00,"Near Bratsk, Russia",Aeroflot,Ilyushin IL-18D,84,75,9,83,74,9,0
2313,1968-03-05,08:00:00,"Near Khe Sanh, South Vietnam",Military - U.S. Air Force,Fairchild C-123K,49,45,4,49,45,4,0
2314,1968-03-06,20:32:00,"Basse-Terre, Guadeloupe, West Indies",Air France,Boeing B-707-328C,63,52,11,63,52,11,0
2315,1968-03-08,19:18:00,"Off Panay Island, Philippines",Air Manila,Fairchild F-27,14,10,4,14,10,4,0
2316,1968-03-09,23:17:00,"Near Saint Denis, Reunion",Military - French Air Force,Douglas DC6B,20,12,8,19,12,7,0
2317,1968-03-24,10:59:00,"Off Wexford Harbor, Ireland",Aer Lingus,Vickers Viscount 803,61,57,4,61,57,4,0
2318,1968-03-27,17:57:00,"St. Louis, Missouri",Ozark Air Lines / Private,McDonnell Douglas DC-9 and Cessna 150F,51,45,6,2,1,1,0
2319,1968-03-27,10:31:00,"Near Moscow, Russia",Military - Russian Air Force,MiG-15 UTI,2,0,2,2,0,2,0
2320,1968-04-08,15:35:00,"Heathrow Airport, London, England",British Overseas Airways,Boeing B-707-465,127,116,11,5,4,1,0
2321,1968-04-08,,"Near Coyhaique, Chile",Ladeco,Douglas DC-3,36,33,3,36,33,3,0
2322,1968-04-10,,"Near Mexico City, Mexico",Aerovias Rojas,Douglas DC-3,18,14,4,18,14,4,0
2323,1968-04-19,10:45:00,"Near Cheo Reo, South Vietnam",Military - U.S. Army / Military - U.S. Army,Bell UH-1H / Bell UH-1H (helicopter),26,,,26,,,0
2324,1968-04-20,20:50:00,"Near Windhoek, South-West  Africa (Namibia)",South African Airways,Boeing B-707-344C,128,116,12,123,111,12,0
2325,1968-04-30,,"Near Chaklala, West Pakistan",Military - Pakistan Air Force,Lockheed Martin L-100-10,22,18,4,22,18,4,0
2326,1968-05-03,15:48:00,"Near Dawson, Texas",Braniff Airlines,Lockheed L188A Electra,85,80,5,85,80,5,0
2327,1968-05-12,07:20:00,"Kham Duc, Vietnam",Military - U.S. Air Force,Lockheed C-130B Hercules,155,149,6,155,149,6,0
2328,1968-05-22,16:51:00,"Paramount, California",Los Angeles Airways,Sikorsky S-61L helicopter,23,20,3,23,20,3,0
2329,1968-05-28,02:44:00,"Near Bombay, India",Garuda Indonesia Airlines,Convair CV-990-30A-5,29,15,14,29,15,14,1
2330,1968-06-12,00:58:00,"Calcutta, India",Pan American World Airways,Boeing B-707-321C,63,53,10,6,5,1,0
2331,1968-06-18,16:50:00,"San Sebastian, Spain",Rinaldo Piaggio,Piaggio PD-808,6,5,1,6,5,1,0
2332,1968-06-25,07:30:00,"Near Bearcat, South Vietnam",Military - U.S. Army,Bell UH-1H / Bell UH-1H / Bell UH-1H,29,,,29,,,0
2333,1968-06-28,12:46:00,"Vichy, Missouri",Purdue Airlines Inc.,Douglas DC-3 (C-47-DL),27,23,4,1,1,0,0
2334,1968-07-03,,"London, England",BKS Air Transport,Airspeed AS.57 Ambassador 2,8,0,8,6,0,6,0
2335,1968-07-08,,"Near Dhahran, Saudi Arabia",Saudi Arabian Airlines,Convair CV-340-68B,11,8,3,11,8,3,0
2336,1968-07-13,,"Near Lagos, Nigeria",Sabena,Boeing 707-329C,7,2,5,7,2,5,0
2337,1968-07-15,,"Gravata, Brazil",Varig,Curtiss C-46C,3,0,3,3,0,3,0
2338,1968-07-18,,Off Chili,Aerolineas Flecha Austral,Curtiss C-46D,5,0,5,5,0,5,0
2339,1968-08-02,14:06:00,"Near Milan, Italy",Alitalia,McDonnell Douglas DC-8,95,85,10,13,13,0,0
2340,1968-08-04,08:48:00,"Milwaukee, Wisconsin",North Central Airlines / Private,Convair CV-580 / Cessna 150,15,10,5,3,2,1,0
2341,1968-08-09,13:05:00,"Pfaffenhofen, Germany",British Eagle International Airlines,Vickers Viscount 739A,48,44,4,48,44,4,0
2342,1968-08-10,07:57:00,"Charleston, West Virginia",Piedmont Airlines,Fairchild-Hiller FH-227B,37,34,3,35,32,3,0
2343,1968-08-14,09:35:00,"Compton, California",Los Angeles Airways,Sikorsky S-61L helicopter,21,18,3,21,18,3,0
2344,1968-08-18,09:20:00,"Off Port Said, Egypt",United Arab Airlines,Antonov AN-24V,40,33,7,40,33,7,0
2345,1968-08-20,01:30:00,"Near Maturin, Venezuela",Linea Aeropostal Venezolana,Hawker Siddeley HS-748-215-2,7,4,3,4,2,2,0
2346,1968-08-31,,"Near Odda, Norway",Westwing,de Havilland Canada DHC-3 Otter,6,5,1,5,4,1,0
2347,1968-09-03,20:30:00,"Near Burgas, Bulgaria",Bulair TABSO,Ilyushin IL-18,89,82,7,47,42,5,0
2348,1968-09-08,14:55:00,"Flushing, New York",Far Aviation - Air Taxi / Speeds Flying - Air Taxi,Cessna 402 / Piper PA-28,9,7,2,2,1,1,0
2349,1968-09-11,10:34:00,"Off Cap d'Antibes, France",Air France,Sud-Aviation Caravelle 3,95,89,6,95,89,6,0
2350,1968-09-28,,"Port Harcourt, Biafra, Nigeria",Pan African Airlines,Douglas C-54B,57,55,2,57,55,2,1
2351,1968-10-08,08:37:00,"Puerto Cortes, Costa Rica",Aerovias del Valle,Britten-Norman BN-2 Islander,10,9,1,10,9,1,0
2352,1968-10-11,16:20:00,"Near Prague, Czechoslovakia",Ceskoslovenske Aerolinie,Avia 14-40,40,36,4,11,8,3,0
2353,1968-10-20,,"Feijó, Brazil",Cruzeiro,Douglas C-47A-25,19,16,3,19,16,3,0
2354,1968-10-21,06:00:00,"Near Ban Me Thuot, South Vietnam",Military - U.S. Air Force,Douglas C-47D,23,12,11,23,12,11,0
2355,1968-10-25,17:17:00,"Hanover, New Hampshire",Northeast Airlines,Fairchild-Hiller FH227C,42,39,3,32,30,2,0
2356,1968-11-22,01:24:00,"Off San Francisco, California",Japan Air Lines,McDonnell Douglas DC-8-62,107,96,11,0,0,0,0
2357,1968-11-23,19:59:00,"Santa Ana, California",Cable Commuter,de Havilland Canada DHC-6 Twin Otter 200,9,7,2,9,7,2,0
2358,1968-11-25,15:33:00,"Savannakhet, Laos",Air America,Curtiss C-46D-20-CU,28,25,3,26,23,3,0
2359,1968-12-02,09:36:00,"Pedro Bay, Alaska",Wien Consolidated Airlines,Fairchild F-27B,39,36,3,39,36,3,0
2360,1968-12-12,22:02:00,"Near Caracas, Venezuela",Pan American World Airways,Boeing B-707-321B,51,42,9,51,42,9,0
2361,1968-12-24,20:12:00,"Bradford, Pennsylvania",Allegheny Airlines,Convair CV-580,47,41,6,20,17,3,0
2362,1968-12-24,04:30:00,"Prudhoe Bay, Alaska",Interior Airways,Lockheed L-100 Hercules,4,0,4,2,0,2,0
2363,1968-12-26,06:15:00,"Elmendorf Air Force Base, Alaska",Pan American World Airways,Boeing 707-321CF,3,0,3,3,0,3,0
2364,1968-12-26,23:20:00,"Ensenada, Mexico",Exportada De Sal S.A.,Douglas DC-3,12,10,2,12,10,2,0
2365,1968-12-27,20:22:00,"Chicago, Illinois",North Central Airlines,Convair CV-580,45,41,4,27,24,3,1
2366,1968-12-31,,"Near Ciudad Victoria, Mexico",Servicios Aéreos Especiales,Douglas DC-3,26,22,4,26,22,4,0
2367,1968-12-31,08:30:00,"Port Hedland, WA, Australia",MacRobertson Miller Airlines,Vickers Viscount 720,26,21,5,26,21,5,0
2368,1969-01-02,12:43:00,"Tyonek, Alaska",ERA Helicopter,Bell 205A,2,1,1,2,1,1,0
2369,1969-01-02,20:12:00,"Mt. Paku, Taiwan",China Airlines (Taiwan),Douglas DC-3D,24,19,5,24,19,5,0
2370,1969-01-05,01:34:00,"Gatwick Airport, Horley, Surrey,  England",Ariana Afghan Airlines,Boeing B-727-113C,62,54,8,48,43,5,2
2371,1969-01-06,20:35:00,"Near Bradford, Pennsylvania",Allegheny Airlines,Convair CV-580,28,25,3,11,9,2,0
2372,1969-01-13,19:21:00,"Off Los Angeles, California",Scandinavian Airlines (SAS),McDonnell Douglas DC-8-62,45,36,9,15,12,3,0
2373,1969-01-16,13:45:00,"Near Hue, Vietnam",Air America,Douglas C-47 Skytrain (DC-3),12,9,3,12,9,3,0
2374,1969-01-18,18:21:00,"Off Los Angeles, California",United Air Lines,Boeing B-727-22QC,38,32,6,38,32,6,0
2375,1969-02-18,05:10:00,"Near Lone Pine, California",Mineral County Airlines,Douglas DC-3,35,32,3,35,32,3,0
2376,1969-02-24,,"Tainan, Taiwan",Far Eastern Air Transport,Handley Page Dart Herald 201,36,32,4,36,32,4,0
2377,1969-03-05,17:38:00,"San Juan, Puerto Rico",Prinair,de Havilland DH-114 Heron 2D,19,17,2,19,17,2,0
2378,1969-03-08,,Atlantic Ocean,Continental Air Transport,Douglas DC-4,3,0,3,3,0,3,0
2379,1969-03-13,15:52:00,"Minchumina, Alaska",Wien Consolidated Airlines,de Havilland DHC-6,5,4,1,1,1,0,0
2380,1969-03-16,14:00:00,"Maracaibo, Zulia, Venezuela",Venezolana Internacional de Aviacion,McDonnell Douglas DC-9-32,84,74,10,84,74,10,71
2381,1969-03-20,02:00:00,"Near Aswan, Egypt",United Arab Airlines,Ilyushin IL-18D,105,98,7,100,93,7,0
2382,1969-03-20,06:55:00,"New Orleans, Louisiana",Avion Airways,Douglas DC-3,27,24,3,16,13,3,0
2383,1969-04-02,16:08:00,"Zawoja, Poland",LOT Polish Airlines,Antonov AN-24V,53,48,5,53,48,5,0
2384,1969-04-02,12:40:00,"Near Quang Tri, South Vietnam",Military - U.S. Army,Boeing Vertol CH47C (helicopter),78,73,5,24,23,1,0
2385,1969-04-02,12:50:00,"Off New Providence Island, Bahamas",Islands of the Bahamas Inc,Curtiss C-46F,2,0,2,2,0,2,0
2386,1969-04-07,,"Sept-Îles, Quebec, Canada",Air Canada,Vickers 757 Viscount,21,17,4,1,1,0,0
2387,1969-04-15,13:50:00,"Off Chongjin, North Korea",Military - U.S. Navy,Lockheed EC-121M,31,25,6,31,25,6,0
2388,1969-04-16,08:20:00,"Kinshasa, Zaire",Wigmo,Curtiss C-46,45,42,3,45,42,3,0
2389,1969-04-21,14:59:00,"Khulna, East Pakistan",Indian Airlines,Fokker F-27 Friendship 100,44,40,4,44,40,4,0
2390,1969-04-24,,"Near Takoradi, Ghana",Ghana Airways,Douglas DC-3,33,30,3,1,1,0,0
2391,1969-05-06,13:20:00,"Near Chon Thanh, South Vietnam",Military - U.S. Army,Boeing Vertol CH47A (helicopter),74,69,5,30,29,1,0
2392,1969-05-07,12:45:00,"Medford, New Jersey",Flying W Airways,Curtiss C-46F,2,0,2,2,0,2,0
2393,1969-05-23,,"Near Lashio, Burma",Union of Burma Airways,Douglas C-47,6,4,2,6,4,2,0
2394,1969-05-25,09:52:00,"Reggio di Calabria, Italy",Aero Transporti Italiani,Fokker F-27 Friendship 600,36,31,5,1,1,0,0
2395,1969-06-04,08:42:00,"Near Salinas Victoria, Nuevo Leon, Mexico",Compania Mexicana de Aviacion,Boeing B-727-64,79,72,7,79,72,7,0
2396,1969-06-05,,"Off Andreanof Islands, Alaska",Military - U.S. Air Force,Boeing RC-135E,19,0,19,19,0,19,0
2397,1969-06-23,14:52:00,"Near Poroslitsy, Russia",Aeroflot,Ilyushin IL-14M / Antonov An-12BP,120,110,10,120,110,10,0
2398,1969-06-28,19:50:00,"Near Talas, Kyrgyzstan",Aeroflot,Ilyushin IL-14,40,35,5,40,35,5,0
2399,1969-07-06,20:22:00,"Near Monroe, Georgia",Air South,Beechcraft B-99,14,12,2,14,12,2,0
2400,1969-07-12,,"Hitauda, Nepal",Royal Nepal Airlines,Douglas DC-3,35,31,4,35,31,4,0
2401,1969-07-15,06:57:00,"New York City, New York",New York Airways,de Havilland Canada DHC-6 Twin Otter 200,14,11,3,3,1,2,0
2402,1969-07-25,17:45:00,"Kekaha, Hawaii",Trans Isle Air,De Havilland DH-104 Dove,13,11,2,1,1,0,0
2403,1969-07-26,01:30:00,"Biskra, Algeria",Air Algerie,Sud Aviation SE-210 Caravelle 6N,37,30,7,33,30,3,0
2404,1969-07-26,12:33:00,"Atlantic City, New Jersey",Trans World Airlines,Boeing 707-331C,5,0,5,5,0,5,0
2405,1969-08-03,16:00:00,"Preobrazhenka, Ukraine",Aeroflot,Antonov An-24B,55,51,4,55,51,4,0
2406,1969-08-03,,"Uli , Nigeria",Canairelief Air,Lockheed L-1049H Super Constellation,4,0,4,4,0,4,0
2407,1969-08-19,17:00:00,"Near Long Tieng, Laos",Air America,Pilatus Pc-6C,13,12,1,13,12,1,0
2408,1969-08-25,,"Sucre, Ecuador",TAO,Douglas C-47B,1,0,4,1,0,1,0
2409,1969-08-26,20:31:00,"Moscow, Russia",Aeroflot,Ilyushin IL-18,102,94,8,16,16,0,0
2410,1969-08-26,09:45:00,"Khovu-Aksy, Russia",Aeroflot,Antonov AN-2,14,11,3,14,11,3,0
2411,1969-08-31,20:05:00,"Newton, Iowa",Private Charter,Cessna 172H,3,2,1,3,2,1,0
2412,1969-09-01,13:05:00,"Cross Bay, Russia",Aeroflot,Ilyushin IL-14P,27,22,5,22,17,5,0
2413,1969-09-02,11:15:00,"Near Pakse, Laos",Military - Royal Lao Air Force,Douglas C-47,35,31,4,35,31,4,0
2414,1969-09-06,,"Quito, Ecuador",TAME Ecuador,Douglas DC-3,16,,,1,,,
2415,1969-09-08,14:00:00,"Near Medina, Colombia",SATENA,Douglas DC-3,32,29,3,32,29,3,0
2416,1969-09-09,14:29:00,"Near Fairland, Indiana",Allegheny Airlines / Forth Corporation,MD Douglas DC-9-31/Piper Cherokee PA-28,83,79,4,83,79,4,0
2417,1969-09-12,,"Near Antipolo, Philippines",Philippine Air Lines,BAC One-Eleven 402AP,47,42,5,45,41,4,0
2418,1969-09-14,20:33:00,"Londrina-Parana, Brazil",VASP,Douglas DC-3,21,15,6,20,15,5,0
2419,1969-09-17,17:09:00,"Campbell River, Canada",Pacific Western Airlines,Convair CV-640,15,11,4,4,2,2,0
2420,1969-09-20,16:00:00,"Near Hoi An, Vietnam",Air Vietnam (South Vietnam),Douglas DC-4 / USAF F-4E,76,71,5,74,69,5,2
2421,1969-09-21,17:20:00,"Mexico City, Mexico",Mexicana,Boeing B-727-64,118,111,7,27,22,5,0
2422,1969-09-26,15:10:00,"Near La Paz, Bolivia",Lloyd Aereo Boliviano,Douglas DC-6B,74,69,5,74,69,5,0
2423,1969-09-26,18:40:00,"Uli, Nigeria",Nordchurchaid,Boeing C-97,5,0,5,5,0,5,0
2424,1969-10-02,07:10:00,Gulf of Tonkin,Military - U.S. Navy,Grumman C-2A,26,21,5,26,21,5,0
2425,1969-10-13,17:27:00,"Nizhnevartovsk, Russia",Aeroflot,Antonov An-24B,56,52,4,24,22,2,0
2426,1969-11-09,,"Timmins, Ontario ,Canada",Austin Airways,Douglas C-47B,4,2,2,2,2,0,0
2427,1969-11-13,02:33:00,"Near Anderma, Russia",Aeroflot,Antonov An-12TB,12,9,3,12,9,3,0
2428,1969-11-19,20:20:00,"Mt. Pilot Knob, Glens Falls, New York",Mohawk Airlines,Fairchild-Hiller FH-227B,14,11,3,14,11,3,0
2429,1969-11-20,08:30:00,"Near Ikeja, Nigeria",Nigeria Airways,BAC VC-10-1101,87,76,11,87,76,11,0
2430,1969-12-03,18:05:00,"Off Caracas, Venezuela",Air France,Boeing B-707-328B,62,41,21,62,41,21,0
2431,1969-12-05,15:00:00,"Nnear Albuquerque, New Mexico",Private,Lockheed 18-08 Lodestar,9,9,2,9,9,2,0
2432,1969-12-06,07:07:00,"Near Khantanga, Russia",Aeroflot,Antonov An-12PL,8,2,6,8,2,6,0
2433,1969-12-08,20:46:00,"Near Keratea, Greece",Olympic Airways,Douglas DC-6B,90,85,5,90,85,5,0
2434,1969-12-10,18:33:00,"Off Makhachkala , Russia",Aeroflot,Ilyushin 14P,17,12,5,17,12,5,0
2435,1969-12-22,,"Nha Trang, Vietnam",Air Vietnam (South Vietnam),Douglas DC-6B,77,70,7,10,10,0,24
2436,1969-12-23,,"Near Luang Prabang, Laos",Laos Air,Douglas C-47A-25-DK,6,4,2,6,4,2,0
2437,1970-01-05,22:25:00,"Stockholm, Sweden",Spantax,Convair CV-990-30A-5,10,7,3,5,5,0,0
2438,1970-01-12,12:00:00,Near Villia Greece,Military - Royal Hellenic Air Force,Douglas C-47,27,22,5,23,19,4,0
2439,1970-01-13,06:00:00,"Faleolo, Western Samoa",Polynesian Airlines,Douglas DC-3,32,29,3,32,29,3,0
2440,1970-01-14,,"Mt. Pumacona, Peru",Faucett,Douglas DC-4,28,24,4,28,24,4,0
2441,1970-01-25,19:13:00,"Near Delhi, India",Royal Nepal Airlines,Fokker F-27 Friendship 200,23,18,5,1,0,1,0
2442,1970-01-25,,"Near Poza Rica, Mexico",Charter -Federal Electricity Commission,Convair CV-240-2,19,15,4,18,14,4,0
2443,1970-01-28,20:53:00,"Near Batagai, Russia",Aeroflot,Antonov AN-24,34,28,6,34,28,6,0
2444,1970-01-28,07:49:00,"Cleveland, Ohio",TAG Airlines,De Havilland Dove,9,7,2,9,7,2,0
2445,1970-01-29,19:27:00,"Near Murmansk, Russia",Aeroflot,Tupolev TU-124,11,32,6,11,8,3,0
2446,1970-02-04,13:45:00,"Apuseni mountains, Romania",Tarom,Antonov AN-24V,22,18,4,21,17,4,0
2447,1970-02-04,20:55:00,"Near Corrientes, Argentina",Aerolineas Argentinas,Hawker Siddeley HS-748 1,37,33,4,37,33,4,0
2448,1970-02-06,15:42:00,"Near Samarkand, USSR",Aeroflot,Ilyushin IL-18V,106,98,8,92,85,7,0
2449,1970-02-10,18:37:00,"Long Island Sound, Connecticut",Pilgrim Airlines,de Havilland Canada DHC-6 Twin Otter 100,5,3,2,5,3,2,0
2450,1970-02-12,07:38:00,"Puerto Infrida, Colombia",Lineas Aéreas La Urraca,Douglas DC-3 (C-47-DL),12,8,4,12,8,4,2
2451,1970-02-15,18:30:00,"Off Santo Domingo, Dominican Republic",Compania Dominicana de Aviacion,McDonnell Douglas DC-9-32,102,97,5,102,97,5,0
2452,1970-02-19,,Congo,Air Congo,Douglas DC-3,17,14,3,17,14,3,0
2453,1970-02-21,13:34:00,"Zurich, Switzerland",Swissair,Convair CV-990-30A-6,47,38,9,47,38,9,0
2454,1970-03-06,,"St. Moritz, Switzerland",Bavaria Flug,Handley Page Jetstream 1,11,9,2,11,9,2,0
2455,1970-03-14,17:30:00,"Belem Bay, Brazil",Paraense Transportes Aereos,Fairchild-Hiller FH-227B,40,35,5,38,34,4,0
2456,1970-03-16,11:30:00,"Near Da Nang, South Vietnam",Military - U.S. Navy,Lockheed EC-121P,31,0,31,23,0,23,0
2457,1970-03-26,19:53:00,"Colorado City, Arizona",Grand Canyon Airlines,Piper PA-32,6,5,1,6,5,1,0
2458,1970-04-01,04:07:00,"Novosibirsk, Russia",Aeroflot,Antonov AN-24V,45,40,5,45,40,5,0
2459,1970-04-01,09:45:00,"Casablanca, Morocco",Royal Air Maroc,Aerospatiale Caravelle 3,82,76,6,61,56,5,0
2460,1970-04-04,20:47:00,"Zaporozhye, Ukraine",Aeroflot,Ilyushin IL-14P,35,30,5,7,6,1,0
2461,1970-04-21,11:30:00,"Manila, Philippines",Philippine Air Lines,Hawker Siddeley HS-748-209,36,32,4,36,32,4,0
2462,1970-04-25,10:23:00,"Rivolto, Italy",Military - Italian Air Force,Fairchild C-119G,19,12,7,17,10,7,0
2463,1970-04-28,09:12:00,"Kainatu,  New Guinea",Trans Australia Airlines,de Havilland Canada DHC-6 Twin Otter 100,11,9,2,8,6,2,0
2464,1970-05-02,15:49:00,"Near St. Croix, US Virgin Islands",Antillean Airlines,McDonnell Douglas DC-9-33CF,63,57,6,23,22,1,0
2465,1970-05-04,08:04:00,"Hamilton AFB, California",Military - U.S. Air Force,Convair CV-240,14,0,14,13,0,13,0
2466,1970-05-06,,"Mogadishu, Somalia",Somali Airlines,Vickers 785D Viscount,30,26,4,5,5,0,0
2467,1970-05-09,,"Iligan, Philippines",Philippine Air Lines,Fokker F-27 Friendship 100,33,29,4,1,0,1,0
2468,1970-05-09,21:28:00,"Pellston, Michigan",Executive Jet Sales Inc.,Gates Learjet 23,6,4,2,6,4,2,0
2469,1970-05-15,11:49:00,"Kishiniev, Moldavia, USSR",Aeroflot,Antonov AN-10,11,0,11,11,0,11,0
2470,1970-05-26,,"Near Tegucigalpa, Honduras",Aeroservicios,de Havilland DH-114 Heron 1B,6,4,2,6,4,2,0
2471,1970-05-30,09:30:00,"Chamblee, Georgia",Lehigh Acres Development Inc.,Martin 404,33,29,4,1,1,0,5
2472,1970-06-01,05:12:00,"Tripoli, Libya",Ceskoslovenske Aerolinie,Tupolev TU-104A,13,10,3,13,10,3,0
2473,1970-06-02,,"Roxas, Philippines",Philippine Air Lines,Fokker F-27 Friendship 100,44,40,4,1,1,0,0
2474,1970-06-10,,"Near Huaricanga, Peru",Military - LADE,Fokker F-27 Friendship 400M,8,5,3,5,3,2,0
2475,1970-07-03,14:00:00,"McGrath, Alakska",Reeder Flying Service,Douglas DC-3,27,25,2,5,4,1,0
2476,1970-07-03,19:05:00,"Near Arbucias, Gerona, Spain",Dan Air Services,de Havilland Comet 4,112,105,7,112,105,7,0
2477,1970-07-05,08:09:00,"Toronto, Canada",Air Canada,McDonnell Douglas DC-8-63,109,100,9,109,100,9,0
2478,1970-07-18,17:20:00,North Atlantic Ocean,Military - Soviet Air Force,Antonov AN-22,23,15,8,23,15,8,0
2479,1970-07-27,11:35:00,"Tokyo, Japan",Flying Tiger Line,McDonnell Douglas DC-8-63AF,4,0,4,4,0,4,0
2480,1970-08-03,,"Near Las Vegas, Nevada",Military - United States Navy,Lockheed P-3A Orion,10,0,10,10,0,10,0
2481,1970-08-06,02:17:00,"Islamabad, Pakistan",Pakistan International Airlines,Fokker F-27 Friendship 200,30,26,4,30,26,4,0
2482,1970-08-09,15:00:00,"Near Cuzco, Peru",Lineas Aereas Nacionales SA (Peru),Lockheed 188A Electra,100,91,9,99,91,8,2
2483,1970-08-12,03:44:00,"Taipei, Taiwan",China Airlines (Taiwan),NAMC YS-11A-219,31,26,5,14,12,2,0
2484,1970-08-26,,"Near Tam Ky, South Vietnam",Military - U.S. Army,Boeing Vertol CH47B (helicopter),32,,,30,,,0
2485,1970-08-29,14:45:00,"Near Silchar, India",Indian Airlines,Fokker F-27 Friendship 400,39,34,5,39,34,5,0
2486,1970-08-30,,"Haringvreter, Netherlands",Dutch Continental Airways,Britten-Norman BN-2A Islander,10,9,1,3,2,1,0
2487,1970-09-02,15:41:00,"Lihovka, Ukraine",Aeroflot,Tupolev Tu-124,37,32,5,37,32,5,0
2488,1970-09-02,,"Near Dnepropetrovsk, Ukraine, USSR",Aeroflot,Tupolev TU-124,37,,,37,,,0
2489,1970-09-03,21:26:00,"Near Leningrad, USSR",Aeroflot,Yakovlev YAK-40,21,18,3,21,18,3,0
2490,1970-09-08,16:06:00,"New York, New York",Trans International Airlines,McDonnell Douglas DC-8-63CF,11,0,11,11,0,11,0
2491,1970-09-26,10:56:00,"Near Vagar, Faeroe Islands, Denmark",Icelandair,Fokker F-27 Friendship 300,34,30,4,8,7,1,0
2492,1970-09-30,,"Near Da Nang, Vietnam",Air Vietnam (South Vietnam),Douglas DC-3-DST,38,34,4,4,1,3,0
2493,1970-10-02,12:00:00,"Mt. Trelease, near Silver Plume, Colorado","Charter, Golden Eagle Aviation Inc.",Martin 404,40,37,3,32,30,2,0
2494,1970-10-02,14:07:00,"Near Taipei, Taiwan",Military - U.S. Air Force,Lockheed C-130E,43,37,6,43,37,6,0
2495,1970-10-04,15:10:00,"Mahaffey, Pennsylvania",Private,Aero Commander 500-B,2,1,1,2,1,1,0
2496,1970-10-06,,"Near Germiston, South Africa",National Airways,Douglas DC-3,11,9,2,3,2,1,0
2497,1970-10-10,21:30:00,"Fort Dix, New Jersey",Saturn Airways,Lockheed L-100-20 Hercules,3,0,3,3,0,3,0
2498,1970-10-28,,"Pointe-à-Pitre, Guadeloupe",Aerocosta Colombia,Curtiss C-46D,4,1,3,2,0,2,0
2499,1970-11-14,19:36:00,"Near Huntington, West Virginia",Southern Airways,McDonnell Douglas DC-9-31,75,71,4,75,71,4,0
2500,1970-11-27,13:30:00,"Near Nha Trang, South Vietnam",Military - U.S. Air Force,Fairchild C-123K,79,73,6,79,73,6,0
2501,1970-11-27,17:05:00,"Anchorage, Alaska",Capitol Airlines,McDonnell Douglas DC-8-63CF,229,219,10,47,46,1,0
2502,1970-11-29,14:30:00,"Near Cam Ranh, South Vietnam",Military - U.S. Air Force,Fairchild C-123K,44,39,5,42,37,5,0
2503,1970-12-02,16:00:00,"Dhaka, Bangladesh",Cargolux,Canadair CL-44J,8,4,4,8,4,4,0
2504,1970-12-05,06:43:00,"Delhi, India",Jamair,Douglas DC-3,16,12,4,5,2,3,0
2505,1970-12-07,,"Near Constanta, Romania",Tarom,BAC One-Eleven  424EU,27,20,7,19,16,3,0
2506,1970-12-28,14:42:00,"St. Thomas, Virgin Islands",Trans Caribbean Airways,Boeing B-727-2A7,55,48,7,2,2,0,0
